Variant Grouping,_Identifier,Lineage Grouped,%CT Count of Sample #,Collection (week)
Other,Other,B.1.1.186,0.001,2020-11-29
Other,Other,B.1.1.186,0,2021-02-07
Other,Other,B.1.1.189,0.012,2020-08-30
Other,Other,B.1.1.189,0.002,2020-09-13
Other,Other,B.1.1.189,0.002,2020-09-20
Other,Other,B.1.1.189,0.003,2020-09-27
Other,Other,B.1.1.189,0.004,2020-10-25
Other,Other,B.1.1.192,0.003,2020-08-09
Other,Other,B.1.1.192,0.002,2020-09-27
Other,Other,B.1.1.192,0.001,2020-11-15
Other,Other,B.1.1.192,0,2021-02-14
Other,Other,B.1.1.198,0.001,2020-11-08
Other,Other,B.1.1.198,0.001,2020-11-22
Other,Other,B.1.1.198,0,2021-04-11
Other,Other,B.1.1.198,0,2021-05-30
Other,Other,B.1.1.202,0.001,2020-03-22
Other,Other,B.1.1.207,0.001,2021-01-17
Other,Other,B.1.1.207,0,2021-04-18
Other,Other,B.1.1.210,0.001,2020-03-22
Other,Other,B.1.1.210,0.002,2020-10-04
Other,Other,B.1.1.213,0.001,2020-12-13
Other,Other,B.1.1.216,0.006,2019-12-29
Other,Other,B.1.1.216,0.003,2020-08-16
Other,Other,B.1.1.216,0.003,2020-08-30
Other,Other,B.1.1.216,0.003,2020-09-06
Other,Other,B.1.1.216,0.004,2020-09-20
Other,Other,B.1.1.216,0.002,2020-09-27
Other,Other,B.1.1.216,0.003,2020-10-04
Other,Other,B.1.1.216,0.006,2020-10-11
Other,Other,B.1.1.216,0.001,2020-10-25
Other,Other,B.1.1.216,0.001,2020-11-01
Other,Other,B.1.1.216,0.001,2020-11-08
Other,Other,B.1.1.216,0.002,2020-11-15
Other,Other,B.1.1.216,0.001,2020-11-29
Other,Other,B.1.1.216,0.001,2020-12-13
Other,Other,B.1.1.216,0.002,2020-12-20
Other,Other,B.1.1.216,0.001,2020-12-27
Other,Other,B.1.1.216,0.002,2021-01-17
Other,Other,B.1.1.216,0.001,2021-01-24
Other,Other,B.1.1.216,0,2021-02-28
Other,Other,B.1.1.216,0,2021-03-21
Other,Other,B.1.1.216,0,2021-04-04
Other,Other,B.1.1.218,0.003,2020-08-09
Other,Other,B.1.1.222,0.001,2020-03-29
Other,Other,B.1.1.222,0.023,2020-05-24
Other,Other,B.1.1.222,0.002,2020-05-31
Other,Other,B.1.1.222,0.2,2020-06-07
Other,Other,B.1.1.222,0.114,2020-06-14
Other,Other,B.1.1.222,0.016,2020-06-28
Other,Other,B.1.1.222,0.022,2020-07-05
Other,Other,B.1.1.222,0.008,2020-07-12
Other,Other,B.1.1.222,0.037,2020-07-19
Other,Other,B.1.1.222,0.005,2020-07-26
Other,Other,B.1.1.222,0.001,2020-11-22
Other,Other,B.1.1.222,0.001,2020-12-13
Other,Other,B.1.1.222,0.003,2020-12-20
Other,Other,B.1.1.222,0.001,2021-01-03
Other,Other,B.1.1.222,0.003,2021-01-10
Other,Other,B.1.1.222,0.001,2021-01-17
Other,Other,B.1.1.222,0.001,2021-01-24
Other,Other,B.1.1.222,0,2021-02-07
Other,Other,B.1.1.222,0,2021-02-14
Other,Other,B.1.1.222,0,2021-02-21
Other,Other,B.1.1.222,0,2021-03-07
Other,Other,B.1.1.222,0.001,2021-03-14
Other,Other,B.1.1.222,0.003,2021-04-04
Other,Other,B.1.1.222,0,2021-04-18
Other,Other,B.1.1.222,0,2021-05-02
Other,Other,B.1.1.222,0,2021-06-06
Other,Other,B.1.1.225,0.008,2020-06-28
Other,Other,B.1.1.231,0.002,2020-09-20
Other,Other,B.1.1.231,0.001,2020-11-01
Other,Other,B.1.1.231,0.001,2020-11-08
Other,Other,B.1.1.231,0.002,2020-11-15
Other,Other,B.1.1.231,0.001,2020-12-06
Other,Other,B.1.1.231,0,2021-01-10
Other,Other,B.1.1.231,0.001,2021-01-24
Other,Other,B.1.1.231,0,2021-02-14
Other,Other,B.1.1.231,0,2021-04-11
Other,Other,B.1.1.232,0.007,2020-05-31
Other,Other,B.1.1.232,0.01,2020-06-14
Other,Other,B.1.1.232,0,2021-04-04
Other,Other,B.1.1.241,0.001,2020-11-01
Other,Other,B.1.1.244,0.002,2020-03-15
Other,Other,B.1.1.244,0.001,2020-03-22
Other,Other,B.1.1.244,0.002,2020-08-30
Other,Other,B.1.1.244,0,2021-02-07
Other,Other,B.1.1.25,0.002,2020-05-31
Other,Other,B.1.1.25,0.012,2020-09-27
Other,Other,B.1.1.25,0.014,2020-10-04
Other,Other,B.1.1.25,0.022,2020-10-11
Other,Other,B.1.1.25,0.007,2020-10-18
Other,Other,B.1.1.25,0.025,2020-10-25
Other,Other,B.1.1.25,0.003,2020-11-01
Other,Other,B.1.1.25,0.006,2020-11-08
Other,Other,B.1.1.25,0.026,2020-11-15
Other,Other,B.1.1.25,0.002,2020-11-22
Other,Other,B.1.1.25,0.011,2020-11-29
Other,Other,B.1.1.25,0.01,2020-12-06
Other,Other,B.1.1.25,0.012,2020-12-13
Other,Other,B.1.1.25,0.017,2020-12-20
Other,Other,B.1.1.25,0.023,2020-12-27
Other,Other,B.1.1.25,0.03,2021-01-03
Other,Other,B.1.1.25,0.019,2021-01-10
Other,Other,B.1.1.25,0.011,2021-01-17
Other,Other,B.1.1.25,0.002,2021-01-24
Other,Other,B.1.1.25,0.007,2021-01-31
Other,Other,B.1.1.25,0,2021-02-07
Other,Other,B.1.1.25,0.001,2021-02-14
Other,Other,B.1.1.25,0,2021-02-28
Other,Other,B.1.1.25,0,2021-03-14
Other,Other,B.1.1.254,0.004,2020-11-01
Other,Other,B.1.1.254,0.002,2020-11-22
Other,Other,B.1.1.254,0.003,2020-12-13
Other,Other,B.1.1.254,0.005,2020-12-20
Other,Other,B.1.1.254,0.003,2020-12-27
Other,Other,B.1.1.254,0.003,2021-01-03
Other,Other,B.1.1.254,0.002,2021-01-10
Other,Other,B.1.1.254,0.003,2021-01-17
Other,Other,B.1.1.254,0.002,2021-01-24
Other,Other,B.1.1.254,0.001,2021-01-31
Other,Other,B.1.1.254,0,2021-02-28
Other,Other,B.1.1.258,0,2021-03-07
Other,Other,B.1.1.258,0,2021-03-14
Other,Other,B.1.1.263,0.004,2020-08-02
Other,Other,B.1.1.263,0,2021-03-28
Other,Other,B.1.1.265,0.005,2020-09-20
Other,Other,B.1.1.265,0.002,2020-11-15
Other,Other,B.1.1.269,0.001,2020-10-11
Other,Other,B.1.1.272,0.009,2020-08-23
Other,Other,B.1.1.274,0.002,2021-01-03
Other,Other,B.1.1.274,0.001,2021-01-24
Other,Other,B.1.1.274,0.001,2021-01-31
Other,Other,B.1.1.274,0,2021-02-07
Other,Other,B.1.1.274,0.001,2021-02-14
Other,Other,B.1.1.277,0.001,2020-03-22
Other,Other,B.1.1.28,0.001,2020-03-29
Other,Other,B.1.1.28,0.008,2020-06-28
Other,Other,B.1.1.28,0.002,2020-09-13
Other,Other,B.1.1.28,0.002,2020-09-20
Other,Other,B.1.1.28,0.001,2020-11-15
Other,Other,B.1.1.28,0.001,2020-12-27
Other,Other,B.1.1.28,0.001,2021-01-17
Other,Other,B.1.1.28,0,2021-04-18
Other,Other,B.1.1.28,0,2021-04-25
Other,Other,B.1.1.28,0,2021-05-02
Other,Other,B.1.1.28,0,2021-05-30
Other,Other,B.1.1.28,0,2021-08-29
Other,Other,B.1.1.282,0,2021-01-10
Other,Other,B.1.1.286,0.002,2020-05-31
Other,Other,B.1.1.291,0.006,2020-08-09
Other,Other,B.1.1.291,0.009,2020-08-16
Other,Other,B.1.1.291,0.002,2020-08-23
Other,Other,B.1.1.291,0.003,2020-09-06
Other,Other,B.1.1.294,0.085,2020-06-07
Other,Other,B.1.1.294,0.124,2020-06-14
Other,Other,B.1.1.294,0.013,2020-06-21
Other,Other,B.1.1.294,0.001,2020-12-27
Other,Other,B.1.1.294,0.001,2021-01-24
Other,Other,B.1.1.294,0,2021-04-04
Other,Other,B.1.1.297,0.001,2020-11-01
Other,Other,B.1.1.304,0.003,2020-05-24
Other,Other,B.1.1.305,0.007,2020-07-05
Other,Other,B.1.1.305,0.003,2020-08-09
Other,Other,B.1.1.305,0.002,2020-08-23
Other,Other,B.1.1.306,0.006,2019-12-29
Other,Other,B.1.1.306,0.008,2020-06-28
Other,Other,B.1.1.306,0.007,2020-07-05
Other,Other,B.1.1.306,0.008,2020-07-12
Other,Other,B.1.1.306,0.021,2020-07-26
Other,Other,B.1.1.306,0.004,2020-08-02
Other,Other,B.1.1.306,0.003,2020-08-09
Other,Other,B.1.1.306,0.002,2020-08-30
Other,Other,B.1.1.306,0.009,2020-09-06
Other,Other,B.1.1.306,0.013,2020-09-13
Other,Other,B.1.1.306,0.034,2020-09-20
Other,Other,B.1.1.306,0.003,2020-09-27
Other,Other,B.1.1.306,0.008,2020-10-04
Other,Other,B.1.1.306,0.003,2020-10-11
Other,Other,B.1.1.306,0.004,2020-10-18
Other,Other,B.1.1.306,0.003,2020-11-01
Other,Other,B.1.1.306,0.001,2020-11-08
Other,Other,B.1.1.306,0.002,2020-11-22
Other,Other,B.1.1.306,0.001,2020-12-27
Other,Other,B.1.1.306,0.003,2021-01-03
Other,Other,B.1.1.306,0.001,2021-01-10
Other,Other,B.1.1.306,0,2021-01-17
Other,Other,B.1.1.306,0.002,2021-01-24
Other,Other,B.1.1.306,0.001,2021-01-31
Other,Other,B.1.1.306,0.001,2021-02-14
Other,Other,B.1.1.306,0.001,2021-02-21
Other,Other,B.1.1.306,0,2021-02-28
Other,Other,B.1.1.306,0.002,2021-03-07
Other,Other,B.1.1.306,0.001,2021-03-21
Other,Other,B.1.1.306,0,2021-03-28
Other,Other,B.1.1.307,0,2021-02-21
Other,Other,B.1.1.311,0,2021-01-10
Other,Other,B.1.1.311,0,2021-02-14
Other,Other,B.1.1.311,0,2021-03-21
Other,Other,B.1.1.312,0.001,2020-11-08
Other,Other,B.1.1.312,0.001,2020-12-20
Other,Other,B.1.1.312,0,2021-01-17
Other,Other,B.1.1.315,0.001,2020-11-01
Other,Other,B.1.1.316,0.001,2020-11-01
Other,Other,B.1.1.316,0.002,2020-11-15
Other,Other,B.1.1.316,0.001,2020-12-06
Other,Other,B.1.1.316,0.002,2020-12-13
Other,Other,B.1.1.316,0.002,2020-12-27
Other,Other,B.1.1.316,0,2021-01-10
Other,Other,B.1.1.317,0.008,2020-08-09
Other,Other,B.1.1.317,0.003,2020-10-11
Other,Other,B.1.1.317,0.001,2020-11-01
Other,Other,B.1.1.317,0.002,2020-11-08
Other,Other,B.1.1.317,0.001,2021-01-03
Other,Other,B.1.1.317,0,2021-01-10
Other,Other,B.1.1.317,0,2021-03-21
Other,Other,B.1.1.317,0,2021-04-11
Other,Other,B.1.1.317,0,2021-04-25
Other,Other,B.1.1.322,0.001,2021-04-18
Other,Other,B.1.1.326,0.003,2020-08-16
Other,Other,B.1.1.326,0.002,2020-08-23
Other,Other,B.1.1.326,0,2021-02-21
Other,Other,B.1.1.329,0.013,2020-06-21
Other,Other,B.1.1.329,0.002,2020-10-04
Other,Other,B.1.1.329,0.001,2020-11-08
Other,Other,B.1.1.33,0.043,2019-12-29
Other,Other,B.1.1.33,0.001,2020-03-22
Other,Other,B.1.1.33,0.007,2020-03-29
Other,Other,B.1.1.33,0.006,2020-04-05
Other,Other,B.1.1.33,0.002,2020-04-19
Other,Other,B.1.1.33,0.005,2020-04-26
Other,Other,B.1.1.33,0.023,2020-05-03
Other,Other,B.1.1.33,0.012,2020-05-10
Other,Other,B.1.1.33,0.036,2020-05-17
Other,Other,B.1.1.33,0.007,2020-05-24
Other,Other,B.1.1.33,0.018,2020-05-31
Other,Other,B.1.1.33,0.013,2020-06-21
Other,Other,B.1.1.33,0.015,2020-07-05
Other,Other,B.1.1.33,0.017,2020-07-12
Other,Other,B.1.1.33,0.005,2020-07-26
Other,Other,B.1.1.33,0.002,2020-10-04
Other,Other,B.1.1.33,0.001,2020-11-22
Other,Other,B.1.1.33,0.002,2021-04-04
Other,Other,B.1.1.335,0.005,2020-07-26
Other,Other,B.1.1.339,0.003,2020-03-15
Other,Other,B.1.1.339,0.003,2020-03-22
Other,Other,B.1.1.343,0.002,2020-10-04
Other,Other,B.1.1.343,0.006,2020-11-01
Other,Other,B.1.1.343,0.001,2020-11-08
Other,Other,B.1.1.343,0.001,2020-11-29
Other,Other,B.1.1.343,0.001,2020-12-06
Other,Other,B.1.1.343,0.001,2020-12-20
Other,Other,B.1.1.343,0.001,2021-01-03
Other,Other,B.1.1.343,0,2021-01-10
Other,Other,B.1.1.343,0,2021-01-17
Other,Other,B.1.1.343,0.001,2021-01-31
Other,Other,B.1.1.343,0,2021-02-28
Other,Other,B.1.1.343,0.001,2021-03-28
Other,Other,B.1.1.343,0,2021-04-04
Other,Other,B.1.1.343,0.001,2021-06-20
Other,Other,B.1.1.348,0.001,2020-11-22
Other,Other,B.1.1.348,0.001,2020-12-27
Other,Other,B.1.1.348,0,2021-01-10
Other,Other,B.1.1.348,0.001,2021-01-17
Other,Other,B.1.1.348,0.001,2021-02-28
Other,Other,B.1.1.348,0,2021-03-14
Other,Other,B.1.1.348,0,2021-03-28
Other,Other,B.1.1.348,0,2021-04-11
Other,Other,B.1.1.348,0,2021-04-25
Other,Other,B.1.1.349,0,2021-03-28
Other,Other,B.1.1.351,0.001,2021-01-24
Other,Other,B.1.1.351,0.002,2021-01-31
Other,Other,B.1.1.351,0.002,2021-02-07
Other,Other,B.1.1.351,0.001,2021-02-14
Other,Other,B.1.1.351,0.001,2021-02-21
Other,Other,B.1.1.351,0.001,2021-02-28
Other,Other,B.1.1.351,0.002,2021-03-07
Other,Other,B.1.1.351,0.001,2021-03-14
Other,Other,B.1.1.351,0.001,2021-03-21
Other,Other,B.1.1.354,0.002,2020-11-22
Other,Other,B.1.1.354,0.001,2020-12-06
Other,Other,B.1.1.354,0.001,2020-12-27
Other,Other,B.1.1.354,0.001,2021-01-03
Other,Other,B.1.1.354,0.001,2021-02-21
Other,Other,B.1.1.354,0,2021-02-28
Other,Other,B.1.1.354,0,2021-03-07
Other,Other,B.1.1.354,0,2021-03-21
Other,Other,B.1.1.368,0.002,2020-11-01
Other,Other,B.1.1.368,0.002,2020-11-22
Other,Other,B.1.1.368,0,2021-04-04
Other,Other,B.1.1.368,0,2021-05-09
Other,Other,B.1.1.368,0,2021-06-06
Other,Other,B.1.1.368,0,2021-07-25
Other,Other,B.1.1.369,0.018,2020-03-01
Other,Other,B.1.1.369,0.001,2020-03-22
Other,Other,B.1.1.369,0.003,2020-03-29
Other,Other,B.1.1.369,0.001,2020-04-12
Other,Other,B.1.1.369,0.003,2020-04-19
Other,Other,B.1.1.372,0.002,2020-03-22
Other,Other,B.1.1.372,0.002,2020-03-29
Other,Other,B.1.1.377,0.001,2021-03-28
Other,Other,B.1.1.380,0.013,2020-06-21
Other,Other,B.1.1.385,0,2021-01-10
Other,Other,B.1.1.39,0.003,2020-03-15
Other,Other,B.1.1.39,0.007,2020-03-22
Other,Other,B.1.1.39,0.009,2020-03-29
Other,Other,B.1.1.39,0.015,2020-04-05
Other,Other,B.1.1.39,0.004,2020-04-12
Other,Other,B.1.1.39,0.002,2020-08-23
Other,Other,B.1.1.39,0.001,2020-11-01
Other,Other,B.1.1.39,0.001,2020-11-08
Other,Other,B.1.1.39,0.001,2020-12-13
Other,Other,B.1.1.39,0.001,2020-12-27
Other,Other,B.1.1.391,0.002,2020-09-13
Other,Other,B.1.1.391,0.002,2020-10-04
Other,Other,B.1.1.392,0.003,2020-05-24
Other,Other,B.1.1.397,0.001,2020-11-15
Other,Other,B.1.1.397,0.001,2020-12-13
Other,Other,B.1.1.397,0,2021-03-28
Other,Other,B.1.1.398,0.002,2020-08-30
Other,Other,B.1.1.398,0,2021-03-14
Other,Other,B.1.1.403,0.001,2021-01-17
Other,Other,B.1.1.403,0.004,2021-02-21
Other,Other,B.1.1.403,0.002,2021-02-28
Other,Other,B.1.1.403,0,2021-03-07
Other,Other,B.1.1.409,0.001,2020-03-29
Other,Other,B.1.1.409,0.003,2020-09-06
Other,Other,B.1.1.409,0.003,2020-09-27
Other,Other,B.1.1.409,0.003,2020-10-25
Other,Other,B.1.1.411,0.001,2020-12-13
Other,Other,B.1.1.411,0.001,2021-01-03
Other,Other,B.1.1.413,0.003,2020-09-06
Other,Other,B.1.1.413,0,2021-01-17
Other,Other,B.1.1.413,0,2021-03-07
Other,Other,B.1.1.416,0.001,2020-11-01
Other,Other,B.1.1.416,0.001,2020-11-22
Other,Other,B.1.1.416,0.001,2020-12-06
Other,Other,B.1.1.416,0.001,2021-01-10
Other,Other,B.1.1.416,0,2021-01-17
Other,Other,B.1.1.417,0.006,2019-12-29
Other,Other,B.1.1.417,0.005,2020-03-29
Other,Other,B.1.1.417,0.002,2020-04-12
Other,Other,B.1.1.417,0.003,2020-04-19
Other,Other,B.1.1.417,0.002,2020-04-26
Other,Other,B.1.1.417,0.01,2020-05-24
Other,Other,B.1.1.417,0.005,2020-06-07
Other,Other,B.1.1.417,0.008,2020-06-28
Other,Other,B.1.1.417,0.007,2020-07-05
Other,Other,B.1.1.417,0.011,2020-07-19
Other,Other,B.1.1.417,0.01,2020-07-26
Other,Other,B.1.1.417,0.008,2020-08-02
Other,Other,B.1.1.417,0.003,2020-08-09
Other,Other,B.1.1.417,0.006,2020-08-16
Other,Other,B.1.1.417,0.004,2020-08-23
Other,Other,B.1.1.417,0.012,2020-08-30
Other,Other,B.1.1.417,0.009,2020-09-13
Other,Other,B.1.1.417,0.012,2020-09-20
Other,Other,B.1.1.417,0.031,2020-09-27
Other,Other,B.1.1.417,0.03,2020-10-04
Other,Other,B.1.1.417,0.021,2020-10-11
Other,Other,B.1.1.417,0.013,2020-10-18
Other,Other,B.1.1.417,0.064,2020-10-25
Other,Other,B.1.1.417,0.035,2020-11-01
Other,Other,B.1.1.417,0.011,2020-11-08
Other,Other,B.1.1.417,0.005,2020-11-15
Other,Other,B.1.1.417,0.029,2020-11-22
Other,Other,B.1.1.417,0.001,2020-11-29
Other,Other,B.1.1.417,0.004,2020-12-13
Other,Other,B.1.1.417,0.001,2020-12-20
Other,Other,B.1.1.417,0.006,2020-12-27
Other,Other,B.1.1.417,0.003,2021-01-03
Other,Other,B.1.1.417,0.001,2021-01-10
Other,Other,B.1.1.417,0.001,2021-01-17
Other,Other,B.1.1.417,0.001,2021-03-28
Other,Other,B.1.1.417,0.001,2021-04-04
Other,Other,B.1.1.417,0.001,2021-06-20
Other,Other,B.1.1.419,0.001,2021-03-07
Other,Other,B.1.1.419,0.001,2021-03-14
Other,Other,B.1.1.420,0.002,2021-01-24
Other,Other,B.1.1.420,0.001,2021-01-31
Other,Other,B.1.1.420,0.001,2021-02-07
Other,Other,B.1.1.420,0.001,2021-03-14
Other,Other,B.1.1.420,0.002,2021-03-21
Other,Other,B.1.1.420,0.001,2021-03-28
Other,Other,B.1.1.420,0,2021-04-11
Other,Other,B.1.1.431,0.032,2020-08-23
Other,Other,B.1.1.431,0.016,2020-08-30
Other,Other,B.1.1.431,0.019,2020-09-06
Other,Other,B.1.1.431,0.009,2020-09-20
Other,Other,B.1.1.431,0.007,2020-09-27
Other,Other,B.1.1.431,0.008,2020-10-04
Other,Other,B.1.1.431,0.001,2020-10-11
Other,Other,B.1.1.432,0.005,2020-07-26
Other,Other,B.1.1.432,0.008,2020-08-02
Other,Other,B.1.1.432,0,2021-01-10
Other,Other,B.1.1.432,0.001,2021-01-24
Other,Other,B.1.1.434,0.002,2020-08-23
Other,Other,B.1.1.434,0.003,2020-08-30
Other,Other,B.1.1.434,0.001,2020-10-18
Other,Other,B.1.1.434,0.003,2020-10-25
Other,Other,B.1.1.434,0.002,2020-11-22
Other,Other,B.1.1.434,0.001,2020-12-27
Other,Other,B.1.1.434,0.001,2021-01-03
Other,Other,B.1.1.434,0.003,2021-01-10
Other,Other,B.1.1.434,0.001,2021-01-17
Other,Other,B.1.1.434,0,2021-02-14
Other,Other,B.1.1.434,0,2021-02-28
Other,Other,B.1.1.434,0,2021-03-14
Other,Other,B.1.1.434,0,2021-03-21
Other,Other,B.1.1.437,0.001,2020-12-13
Other,Other,B.1.1.44,0.001,2020-12-06
Other,Other,B.1.1.44,0.001,2020-12-20
Other,Other,B.1.1.441,0.001,2020-11-01
Other,Other,B.1.1.441,0.001,2020-11-22
Other,Other,B.1.1.453,0.002,2020-09-20
Other,Other,B.1.1.461,0.001,2020-12-20
Other,Other,B.1.1.464,0.016,2020-05-31
Other,Other,B.1.1.464,0.06,2020-06-07
Other,Other,B.1.1.464,0.005,2020-06-14
Other,Other,B.1.1.464,0.004,2020-08-02
Other,Other,B.1.1.464,0.001,2020-11-15
Other,Other,B.1.1.464,0.001,2020-12-13
Other,Other,B.1.1.464,0,2021-02-14
Other,Other,B.1.1.464,0,2021-03-07
Other,Other,B.1.1.485,0.001,2020-04-05
Other,Other,B.1.1.486,0,2021-02-28
Other,Other,B.1.1.487,0.001,2021-01-03
Other,Other,B.1.1.487,0.001,2021-01-17
Other,Other,B.1.1.487,0.001,2021-01-24
Other,Other,B.1.1.487,0.001,2021-02-28
Other,Other,B.1.1.487,0.003,2021-03-14
Other,Other,B.1.1.487,0.001,2021-03-21
Other,Other,B.1.1.487,0.001,2021-03-28
Other,Other,B.1.1.487,0,2021-04-04
Other,Other,B.1.1.487,0.001,2021-04-11
Other,Other,B.1.1.487,0.001,2021-04-18
Other,Other,B.1.1.487,0,2021-04-25
Other,Other,B.1.1.487,0,2021-05-02
Other,Other,B.1.1.518,0.001,2020-12-20
Other,Other,B.1.1.518,0.001,2021-01-03
Other,Other,B.1.1.519,0.001,2020-11-29
Other,Other,B.1.1.519,0.004,2020-12-13
Other,Other,B.1.1.519,0.007,2020-12-20
Other,Other,B.1.1.519,0.003,2020-12-27
Other,Other,B.1.1.519,0.007,2021-01-03
Other,Other,B.1.1.519,0.006,2021-01-10
Other,Other,B.1.1.519,0.004,2021-01-17
Other,Other,B.1.1.519,0.01,2021-01-24
Other,Other,B.1.1.519,0.006,2021-01-31
Other,Other,B.1.1.519,0.034,2021-02-07
Other,Other,B.1.1.519,0.041,2021-02-14
Other,Other,B.1.1.519,0.044,2021-02-21
Other,Other,B.1.1.519,0.038,2021-02-28
Other,Other,B.1.1.519,0.031,2021-03-07
Other,Other,B.1.1.519,0.023,2021-03-14
Other,Other,B.1.1.519,0.021,2021-03-21
Other,Other,B.1.1.519,0.016,2021-03-28
Other,Other,B.1.1.519,0.008,2021-04-04
Other,Other,B.1.1.519,0.009,2021-04-11
Other,Other,B.1.1.519,0.009,2021-04-18
Other,Other,B.1.1.519,0.006,2021-04-25
Other,Other,B.1.1.519,0.004,2021-05-02
Other,Other,B.1.1.519,0.002,2021-05-09
Other,Other,B.1.1.519,0.001,2021-05-16
Other,Other,B.1.1.519,0.001,2021-05-23
Other,Other,B.1.1.519,0.001,2021-06-06
Other,Other,B.1.1.519,0,2021-06-20
Other,Other,B.1.1.519,0,2021-07-25
Other,Other,B.1.1.521,0.002,2020-08-23
Other,Other,B.1.1.523,0,2021-05-09
Other,Other,B.1.1.523,0.001,2021-07-11
Other,Other,B.1.1.526,0,2021-03-28
Other,Other,B.1.1.528,0,2021-02-28
Other,Other,B.1.1.528,0,2021-03-07
Other,Other,B.1.1.528,0,2021-03-21
Other,Other,B.1.1.528,0,2021-03-28
Other,Other,B.1.1.528,0,2021-04-11
Other,Other,B.1.1.528,0,2021-04-18
Other,Other,B.1.1.57,0.002,2020-05-03
Other,Other,B.1.1.57,0.003,2020-05-17
Other,Other,B.1.1.57,0.002,2020-05-31
Other,Other,B.1.1.61,0.003,2020-08-16
Other,Other,B.1.1.61,0.002,2020-08-23
Other,Other,B.1.1.63,0.016,2020-07-19
Other,Other,B.1.1.63,0.004,2020-08-02
Other,Other,B.1.1.70,0.001,2020-11-08
Other,Other,B.1.1.70,0.001,2021-01-03
Other,Other,B.1.1.70,0,2021-01-10
Other,Other,B.1.1.70,0,2021-05-23
Other,Other,B.1.1.71,0.001,2020-03-22
Other,Other,B.1.1.71,0.001,2020-10-25
Other,Other,B.1.1.72,0.001,2021-07-04
Other,Other,B.1.1.8,0.001,2020-03-22
Other,Other,B.1.1.89,0,2021-01-10
Other,Other,B.1.103,0.005,2020-06-14
Other,Other,B.1.104,0.003,2020-03-15
Other,Other,B.1.104,0.001,2020-03-29
Other,Other,B.1.110.3,0.001,2020-11-08
Other,Other,B.1.110.3,0.001,2020-11-15
Other,Other,B.1.110.3,0.006,2020-11-22
Other,Other,B.1.110.3,0.002,2020-11-29
Other,Other,B.1.110.3,0.006,2020-12-06
Other,Other,B.1.110.3,0.002,2020-12-13
Other,Other,B.1.110.3,0,2021-01-10
Other,Other,B.1.111,0.002,2020-03-15
Other,Other,B.1.111,0.004,2020-03-22
Other,Other,B.1.111,0.006,2020-03-29
Other,Other,B.1.111,0.004,2020-04-05
Other,Other,B.1.111,0.001,2020-04-19
Other,Other,B.1.111,0.009,2020-08-16
Other,Other,B.1.111,0.004,2020-08-23
Other,Other,B.1.111,0.001,2020-12-06
Other,Other,B.1.111,0.001,2021-01-03
Other,Other,B.1.111,0.002,2021-01-10
Other,Other,B.1.111,0.001,2021-01-17
Other,Other,B.1.111,0.002,2021-01-24
Other,Other,B.1.111,0,2021-03-21
Other,Other,B.1.111,0,2021-04-04
Other,Other,B.1.113,0.004,2020-08-02
Other,Other,B.1.113,0.001,2020-11-29
Other,Other,B.1.113,0.001,2021-01-31
Other,Other,B.1.119,0.002,2020-05-03
Other,Other,B.1.124,0,2021-02-14
Other,Other,B.1.124,0.001,2021-02-21
Other,Other,B.1.126,0.001,2020-12-13
Other,Other,B.1.126,0.001,2021-01-03
Other,Other,B.1.128,0.074,2019-12-29
Other,Other,B.1.128,0.002,2020-03-15
Other,Other,B.1.128,0.009,2020-03-22
Other,Other,B.1.128,0.006,2020-03-29
Other,Other,B.1.128,0.003,2020-04-05
Other,Other,B.1.128,0.003,2020-04-12
Other,Other,B.1.128,0.016,2020-04-19
Other,Other,B.1.128,0.016,2020-04-26
Other,Other,B.1.128,0.01,2020-05-03
Other,Other,B.1.128,0.037,2020-05-10
Other,Other,B.1.128,0.009,2020-05-17
Other,Other,B.1.128,0.003,2020-05-24
Other,Other,B.1.128,0.009,2020-05-31
Other,Other,B.1.128,0.015,2020-06-07
Other,Other,B.1.128,0.015,2020-07-05
Other,Other,B.1.128,0.011,2020-07-19
Other,Other,B.1.128,0.019,2020-08-02
Other,Other,B.1.128,0.22,2020-08-09
Other,Other,B.1.128,0.274,2020-08-16
Other,Other,B.1.128,0.166,2020-08-23
Other,Other,B.1.128,0.156,2020-08-30
Other,Other,B.1.128,0.222,2020-09-06
Other,Other,B.1.128,0.288,2020-09-13
Other,Other,B.1.128,0.223,2020-09-20
Other,Other,B.1.128,0.175,2020-09-27
Other,Other,B.1.128,0.13,2020-10-04
Other,Other,B.1.128,0.111,2020-10-11
Other,Other,B.1.128,0.108,2020-10-18
Other,Other,B.1.128,0.066,2020-10-25
Other,Other,B.1.128,0.05,2020-11-01
Other,Other,B.1.128,0.072,2020-11-08
Other,Other,B.1.128,0.089,2020-11-15
Other,Other,B.1.128,0.046,2020-11-22
Other,Other,B.1.128,0.031,2020-11-29
Other,Other,B.1.128,0.026,2020-12-06
Other,Other,B.1.128,0.007,2020-12-13
Other,Other,B.1.128,0.009,2020-12-20
Other,Other,B.1.128,0.001,2020-12-27
Other,Other,B.1.128,0.001,2021-01-03
Other,Other,B.1.128,0,2021-01-10
Other,Other,B.1.128,0,2021-05-30
Other,Other,B.1.13,0.002,2020-03-15
Other,Other,B.1.13,0.003,2020-03-22
Other,Other,B.1.131,0.001,2020-11-08
Other,Other,B.1.139,0.001,2020-11-01
Other,Other,B.1.139,0.001,2020-11-22
