grouping,identifier,percentage,week,YMD
VOI,Lambda,0.0,2021-10-03,2021-10-03
VOI,Lambda,0.0,2021-10-10,2021-10-10
VOI,Lambda,0.0,2021-10-17,2021-10-17
VOI,Lambda,0.0,2021-10-24,2021-10-24
VOI,Lambda,0.0,2021-10-31,2021-10-31
VOI,Lambda,0.0,2021-11-14,2021-11-14
VOI,Lambda,0.0,2021-11-07,2021-11-07
VOI,Lambda,0.0,2021-11-21,2021-11-21
VOI,Lambda,0.0,2021-11-28,2021-11-28
VOI,Lambda,0.0,2021-12-05,2021-12-05
VOI,Lambda,0.0,2021-12-12,2021-12-12
VOI,Lambda,0.0,2021-12-19,2021-12-19
VOI,Lambda,0.0,2021-12-26,2021-12-26
VOI,Mu,0.0,2021-01-03,2021-01-03
VOI,Mu,0.0,2021-01-10,2021-01-10
VOI,Mu,0.0,2021-01-17,2021-01-17
VOI,Mu,0.0,2021-01-24,2021-01-24
VOI,Mu,0.0,2021-01-31,2021-01-31
VOI,Mu,0.0,2021-02-07,2021-02-07
VOI,Mu,0.0,2021-02-14,2021-02-14
VOI,Mu,0.0,2021-02-21,2021-02-21
VOI,Mu,0.0,2021-02-28,2021-02-28
VOI,Mu,0.0,2021-03-07,2021-03-07
VOI,Mu,0.0,2021-03-14,2021-03-14
VOI,Mu,0.0,2021-03-21,2021-03-21
VOI,Mu,0.0,2021-03-28,2021-03-28
VOI,Mu,0.0,2021-04-04,2021-04-04
VOI,Mu,0.0,2021-04-11,2021-04-11
VOI,Mu,0.0,2021-04-18,2021-04-18
VOI,Mu,0.0,2021-04-25,2021-04-25
VOI,Mu,0.0,2021-05-02,2021-05-02
VOI,Mu,0.0,2021-05-09,2021-05-09
VOI,Mu,0.001,2021-05-16,2021-05-16
VOI,Mu,0.004,2021-05-23,2021-05-23
VOI,Mu,0.003,2021-05-30,2021-05-30
VOI,Mu,0.003,2021-06-06,2021-06-06
VOI,Mu,0.004,2021-06-13,2021-06-13
VOI,Mu,0.005,2021-06-20,2021-06-20
VOI,Mu,0.016,2021-06-27,2021-06-27
VOI,Mu,0.007,2021-07-04,2021-07-04
VOI,Mu,0.029,2021-07-11,2021-07-11
VOI,Mu,0.031,2021-07-18,2021-07-18
VOI,Mu,0.021,2021-07-25,2021-07-25
VOI,Mu,0.030000000000000002,2021-08-01,2021-08-01
VOI,Mu,0.036,2021-08-08,2021-08-08
VOI,Mu,0.022,2021-08-15,2021-08-15
VOI,Mu,0.021,2021-08-22,2021-08-22
VOI,Mu,0.003,2021-08-29,2021-08-29
VOI,Mu,0.002,2021-09-05,2021-09-05
VOI,Mu,0.001,2021-09-12,2021-09-12
VOI,Mu,0.0,2021-09-19,2021-09-19
VOI,Mu,0.0,2021-09-26,2021-09-26
VOI,Mu,0.0,2021-10-03,2021-10-03
VOI,Mu,0.0,2021-10-10,2021-10-10
VOI,Mu,0.0,2021-10-17,2021-10-17
VOI,Mu,0.0,2021-10-24,2021-10-24
VOI,Mu,0.0,2021-10-31,2021-10-31
VOI,Mu,0.0,2021-11-14,2021-11-14
VOI,Mu,0.0,2021-11-07,2021-11-07
VOI,Mu,0.0,2021-11-21,2021-11-21
VOI,Mu,0.0,2021-11-28,2021-11-28
VOI,Mu,0.0,2021-12-05,2021-12-05
VOI,Mu,0.0,2021-12-12,2021-12-12
VOI,Mu,0.0,2021-12-19,2021-12-19
VOI,Mu,0.0,2021-12-26,2021-12-26
VOI,Theta,0.0,2021-01-03,2021-01-03
VOI,Theta,0.0,2021-01-10,2021-01-10
VOI,Theta,0.0,2021-01-17,2021-01-17
VOI,Theta,0.0,2021-01-24,2021-01-24
VOI,Theta,0.0,2021-01-31,2021-01-31
VOI,Theta,0.001,2021-02-07,2021-02-07
VOI,Theta,0.0,2021-02-14,2021-02-14
VOI,Theta,0.0,2021-02-21,2021-02-21
VOI,Theta,0.0,2021-02-28,2021-02-28
VOI,Theta,0.0,2021-03-07,2021-03-07
VOI,Theta,0.0,2021-03-14,2021-03-14
VOI,Theta,0.0,2021-03-21,2021-03-21
VOI,Theta,0.0,2021-03-28,2021-03-28
VOI,Theta,0.0,2021-04-04,2021-04-04
VOI,Theta,0.0,2021-04-11,2021-04-11
VOI,Theta,0.0,2021-04-18,2021-04-18
VOI,Theta,0.0,2021-04-25,2021-04-25
VOI,Theta,0.0,2021-05-02,2021-05-02
VOI,Theta,0.0,2021-05-09,2021-05-09
VOI,Theta,0.0,2021-05-16,2021-05-16
VOI,Theta,0.0,2021-05-23,2021-05-23
VOI,Theta,0.0,2021-05-30,2021-05-30
VOI,Theta,0.0,2021-06-06,2021-06-06
VOI,Theta,0.0,2021-06-13,2021-06-13
VOI,Theta,0.0,2021-06-20,2021-06-20
VOI,Theta,0.0,2021-06-27,2021-06-27
VOI,Theta,0.0,2021-07-04,2021-07-04
VOI,Theta,0.0,2021-07-11,2021-07-11
VOI,Theta,0.0,2021-07-18,2021-07-18
VOI,Theta,0.001,2021-07-25,2021-07-25
VOI,Theta,0.0,2021-08-01,2021-08-01
VOI,Theta,0.0,2021-08-08,2021-08-08
VOI,Theta,0.0,2021-08-15,2021-08-15
VOI,Theta,0.0,2021-08-22,2021-08-22
VOI,Theta,0.0,2021-08-29,2021-08-29
VOI,Theta,0.0,2021-09-05,2021-09-05
VOI,Theta,0.0,2021-09-12,2021-09-12
VOI,Theta,0.0,2021-09-19,2021-09-19
VOI,Theta,0.0,2021-09-26,2021-09-26
VOI,Theta,0.0,2021-10-03,2021-10-03
VOI,Theta,0.0,2021-10-10,2021-10-10
VOI,Theta,0.0,2021-10-17,2021-10-17
VOI,Theta,0.0,2021-10-24,2021-10-24
VOI,Theta,0.0,2021-10-31,2021-10-31
VOI,Theta,0.0,2021-11-14,2021-11-14
VOI,Theta,0.0,2021-11-07,2021-11-07
VOI,Theta,0.0,2021-11-21,2021-11-21
VOI,Theta,0.0,2021-11-28,2021-11-28
VOI,Theta,0.0,2021-12-05,2021-12-05
VOI,Theta,0.0,2021-12-12,2021-12-12
VOI,Theta,0.0,2021-12-19,2021-12-19
VOI,Theta,0.0,2021-12-26,2021-12-26
Other,Other,0.967,2021-01-03,2021-01-03
Other,Other,0.9520000000000001,2021-01-10,2021-01-10
Other,Other,0.936,2021-01-17,2021-01-17
Other,Other,0.9,2021-01-24,2021-01-24
Other,Other,0.8450000000000001,2021-01-31,2021-01-31
Other,Other,0.6970000000000001,2021-02-07,2021-02-07
Other,Other,0.66,2021-02-14,2021-02-14
Other,Other,0.5860000000000001,2021-02-21,2021-02-21
Other,Other,0.519,2021-02-28,2021-02-28
Other,Other,0.527,2021-03-07,2021-03-07
Other,Other,0.41100000000000003,2021-03-14,2021-03-14
Other,Other,0.28600000000000003,2021-03-21,2021-03-21
Other,Other,0.261,2021-03-28,2021-03-28
Other,Other,0.272,2021-04-04,2021-04-04
Other,Other,0.188,2021-04-11,2021-04-11
Other,Other,0.164,2021-04-18,2021-04-18
Other,Other,0.132,2021-04-25,2021-04-25
Other,Other,0.098,2021-05-02,2021-05-02
Other,Other,0.066,2021-05-09,2021-05-09
Other,Other,0.055,2021-05-16,2021-05-16
Other,Other,0.035,2021-05-23,2021-05-23
Other,Other,0.024,2021-05-30,2021-05-30
Other,Other,0.04800000000000001,2021-06-06,2021-06-06
Other,Other,0.047,2021-06-13,2021-06-13
Other,Other,0.047,2021-06-20,2021-06-20
Other,Other,0.012,2021-06-27,2021-06-27
Other,Other,0.023000000000000003,2021-07-04,2021-07-04
Other,Other,0.015000000000000003,2021-07-11,2021-07-11
Other,Other,0.003,2021-07-18,2021-07-18
Other,Other,0.003,2021-07-25,2021-07-25
Other,Other,0.007,2021-08-01,2021-08-01
Other,Other,0.004,2021-08-08,2021-08-08
Other,Other,0.0,2021-08-15,2021-08-15
Other,Other,0.001,2021-08-22,2021-08-22
Other,Other,0.0,2021-08-29,2021-08-29
Other,Other,0.0,2021-09-05,2021-09-05
Other,Other,0.001,2021-09-12,2021-09-12
Other,Other,0.0,2021-09-19,2021-09-19
Other,Other,0.0,2021-09-26,2021-09-26
Other,Other,0.0,2021-10-03,2021-10-03
Other,Other,0.0,2021-10-10,2021-10-10
Other,Other,0.0,2021-10-17,2021-10-17
Other,Other,0.0,2021-10-24,2021-10-24
Other,Other,0.0,2021-10-31,2021-10-31
Other,Other,0.0,2021-11-14,2021-11-14
Other,Other,0.0,2021-11-07,2021-11-07
Other,Other,0.0,2021-11-21,2021-11-21
Other,Other,0.0,2021-11-28,2021-11-28
Other,Other,0.0,2021-12-05,2021-12-05
Other,Other,0.0,2021-12-12,2021-12-12
Other,Other,0.0,2021-12-19,2021-12-19
Other,Other,0.0,2021-12-26,2021-12-26
